state,district,rainfall_recharge_monsoon_ham,other_recharge_monsoon_ham,rainfall_recharge_nonmonsoon_ham,other_recharge_nonmonsoon_ham,annual_groundwater_recharge_ham,natural_discharges_ham,annual_extractable_groundwater_resource_ham,gw_extraction_irrigation_ham,gw_extraction_industrial_ham,gw_extraction_domestic_ham,current_annual_groundwater_extraction_ham,annual_gw_allocation_domestic_2035_ham,net_groundwater_availability_future_use_ham,stage_groundwater_extraction_pct,derived_stage_class,source_id,source_year,source_url,data_status
Delhi,West,1170.15,879.33,78.03,1707.84,3835.35,300.35,3535.0,731.98,0.6,2538.55,3271.12,2545.12,359.51,92.54,CRITICAL,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Anantnag,2984.24,595.48,7314.34,201.3,11095.36,1109.58,9985.78,369.25,37.8,1959.88,2366.96,1959.88,7618.82,23.7,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Bandipora,1022.27,0.0,3618.75,102.35,4743.37,471.26,4272.11,11.2,1.08,660.86,673.14,660.85,3598.98,15.76,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Baramulla,1510.96,1230.72,7767.92,418.08,10927.68,1092.8,9834.88,364.12,5.4,1846.32,2215.84,1846.31,7619.04,22.53,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Budgam,936.82,1329.3,2744.52,258.44,5269.08,526.92,4742.16,106.43,5.4,1212.71,1324.54,1212.72,3417.62,27.93,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Doda,65.47,661.15,152.24,161.07,1039.93,103.99,935.94,16.81,5.4,170.32,192.52,170.32,743.43,20.57,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Ganderbal,174.54,224.57,485.11,194.47,1078.69,107.87,970.82,190.46,10.43,245.27,446.15,245.27,524.67,45.96,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Jammu,28230.84,4632.75,10771.16,2040.93,45675.68,4524.85,41150.83,5187.27,719.39,7732.75,13639.44,7732.74,27511.4,33.14,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Kathua,22506.38,2490.72,7455.26,1569.54,34021.9,3317.13,30704.77,2991.36,641.2,3713.08,7345.65,3713.08,23359.11,23.92,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Kishtwar,226.59,372.5,526.86,195.0,1320.95,132.09,1188.86,31.5,4.32,150.5,186.34,150.5,1002.52,15.67,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Kulgam,1149.56,1120.45,4216.12,305.2,6791.33,679.13,6112.2,157.8,29.16,1067.78,1254.75,1067.78,4857.45,20.53,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Kupwarar,632.01,1933.65,3034.04,607.5,6207.2,620.71,5586.49,16.81,10.8,1171.84,1199.43,1171.82,4387.06,21.47,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Poonch,986.51,2561.6,923.64,664.76,5136.51,513.65,4622.86,332.5,5.4,444.5,782.4,444.5,3840.46,16.92,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Pulwama,1145.17,1502.5,2804.55,337.6,5789.82,579.0,5210.82,481.75,15.12,1492.05,1988.9,1492.04,3221.92,38.17,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Rajouri,9590.02,2108.04,5091.26,1002.39,17791.71,1779.16,16012.55,787.5,5.4,1228.5,2021.42,1228.5,13991.13,12.62,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Ramban,93.49,221.85,307.98,116.55,739.87,73.99,665.88,59.5,5.4,147.0,211.91,147.0,453.97,31.82,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Reasi,8054.94,9283.22,2491.46,4450.68,24280.3,2428.02,21852.28,364.12,36.49,2003.02,2403.63,2003.02,19448.65,11.0,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Samba,12420.66,1410.3,2286.03,1078.02,17195.01,1612.77,15582.24,431.34,156.39,2139.28,2727.03,2139.27,12855.24,17.5,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Shopian,1244.86,904.5,2729.13,397.26,5275.75,527.57,4748.18,129.6,27.0,869.76,1026.36,869.76,3721.82,21.62,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Srinagar,3024.75,468.27,9537.03,623.46,13653.51,1365.35,12288.16,44.81,328.42,6574.7,6947.93,6574.7,5340.23,56.54,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Jammu and Kashmir,Udhampur,5878.06,2108.87,3490.35,729.79,12207.07,1220.71,10986.36,464.95,119.9,1771.38,2356.22,1771.36,8630.15,21.45,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Ladakh,Kargil,57.52,1071.66,431.67,0.0,1560.85,156.07,1404.78,7.24,17.9,454.57,479.72,454.57,925.06,34.15,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Ladakh,Leh,408.42,4200.85,571.77,0.0,5181.04,518.12,4662.92,65.67,49.85,1281.61,1397.16,1281.61,3265.76,29.96,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Lakshadweep,Lakshadweep,1120.77,0.0,280.19,0.0,1400.96,818.07,582.89,0.0,0.0,336.86,336.87,386.33,196.58,57.79,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Puducherry,Karaikal,1399.26,2115.32,22.58,886.85,4424.01,442.42,3981.6,528.78,17.58,946.88,1493.24,1154.57,2280.67,37.5,SAFE,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
Puducherry,Puducherry,3712.45,6742.53,1448.75,2768.02,14671.75,1213.73,13458.02,6888.5,547.2,4322.42,11758.13,5498.94,1158.92,87.37,SEMI_CRITICAL,CGWB2025,2025,https://cgwb.gov.in/cgwbpnm/publication-detail/1741,OFFICIAL_DISTRICT_AGGREGATE
