state_code,state,district_code,district,state_census2011_code,district_census2011_code,source_id,source_year,source_url
23,Madhya Pradesh,418,Narsimhapur,23,452,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,419,Neemuch,23,432,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
35,Andaman And Nicobar Islands,603,Nicobars,35,638,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,680,Nirmal,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,722,Niwari,23,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,516,Nizamabad,00,533,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,736,Noklak,13,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
30,Goa,551,North Goa,30,585,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,723,Pakke Kessang,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,337,Pakur,20,353,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,785,Pandhurna,23,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,489,Parbhani,27,513,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,704,Paschim Bardhaman,19,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,318,Paschim Medinipur,19,344,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,41,Patiala,03,048,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,212,Patna,10,230,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,682,Peddapalli,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,10,Poonch,01,005,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,174,Pratapgarh,09,173,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
34,Puducherry,600,Puducherry,34,635,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,11,Pulwama,01,012,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,490,Pune,27,521,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,491,Raigad,27,520,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,386,Raigarh,22,403,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,387,Raipur,22,410,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,422,Rajgarh,23,442,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,12,Rajouri,01,006,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,54,Rudra Prayag,05,058,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,458,Sabar Kantha,24,472,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,177,Saharanpur,09,132,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,727,Saitual,15,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,584,Salem,33,608,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,777,Salumbar,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,659,Sambhal,09,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,691,Sangareddy,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,218,Saran,10,219,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,763,Sarangarh-Bilaigarh,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,426,Satna,23,429,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,671,Shahdara,07,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,765,Shamator,13,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,660,Shamli,09,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,23,Shimla,02,033,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,547,Shivamogga,29,568,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,725,Shi Yomi,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,267,Siaha,15,288,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,221,Sitamarhi,10,206,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,75,Sonipat,06,076,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
35,Andaman And Nicobar Islands,602,South Andamans,35,640,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,277,South Garo Hills,17,295,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,658,South West Khasi Hills,17,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,39,Sri Muktsar Sahib,03,044,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,13,Srinagar,01,010,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,515,Sri Potti Sriramulu Nellore,28,550,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,754,Sri Sathya Sai,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,641,Tapi,24,493,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,589,Thiruvallur,33,602,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,259,Thoubal,14,276,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,592,Tirunelveli,33,628,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,757,Tseminyu,13,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,548,Tumakuru,29,571,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,436,Umaria,23,431,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,461,Vadodara,24,486,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,224,Vaishali,10,220,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,462,Valsad,24,491,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,596,Viluppuram,33,607,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,520,Visakhapatnam,28,544,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,521,Vizianagaram,28,543,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,85,West,07,096,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,440,Anand,24,482,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,502,Ananthapuramu,28,553,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,344,Anugul,21,384,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,390,Anuppur,23,461,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,188,Araria,10,209,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,610,Ariyalur,33,616,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,391,Ashoknagar,23,459,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,124,Baghpat,09,139,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,392,Balaghat,23,457,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,775,Balotra,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,441,Banas Kantha,24,469,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,88,Banswara,08,125,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,89,Baran,08,128,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,347,Bargarh,21,370,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,131,Basti,09,185,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,774,Beawar,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,526,Bengaluru Rural,29,583,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,442,Bharuch,24,488,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,396,Bhopal,23,444,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,349,Boudh,21,391,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,472,Buldhana,27,500,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,397,Burhanpur,23,467,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,229,Changlang,12,253,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,323,Chatra,20,347,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,532,Chikkamagaluru,29,570,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,533,Chitradurga,29,566,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,95,Chittorgarh,08,126,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,758,Chumoukedima,13,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,96,Churu,08,102,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,308,Cooch Behar,19,329,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
38,The Dadra And Nagar Haveli And Daman And Diu,465,Dadra And Nagar Haveli,NA,496,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,324,Deoghar,20,350,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,674,Devbhumi Dwarka,24,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,377,Dhamtari,22,412,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,299,Dima Hasao,18,315,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,326,Dumka,20,362,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,78,East,07,093,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,740,Eastern West Khasi Hills,17,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,505,East Godavari,28,545,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,274,East Khasi Hills,17,298,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,327,East Singhbum,20,357,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,475,Gadchiroli,27,508,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,353,Gajapati,21,389,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,626,Ganderbal,01,011,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,734,Gaurela-Pendra-Marwahi,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,329,Giridih,20,349,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,675,Gir Somnath,24,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,287,Goalpara,18,302,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,476,Gondia,27,507,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,506,Guntur,28,548,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,709,Hojai,18,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,312,Hooghly,19,338,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,33,Hoshiarpur,03,038,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,313,Howrah,19,341,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,256,Imphal West,14,277,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,411,Jabalpur,23,451,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,34,Jalandhar,03,037,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,478,Jalgaon,27,499,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,5,Jammu,01,021,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,106,Jhunjhunu,08,103,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,695,Jogulamba Gadwal,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,711,Kakching,14,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,538,Kalaburagi,29,579,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,717,Kamjong,14,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,291,Kamrup,18,321,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,712,Kangpokpi,14,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,292,Karbi Anglong,18,314,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,558,Kasaragod,32,588,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,509,Khammam,00,541,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,728,Khawzawl,15,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,362,Khordha,21,386,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,541,Kodagu,29,576,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,363,Koraput,21,398,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,383,Korba,22,404,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,384,Korea,22,400,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,677,Kra Daadi,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,577,Krishnagiri,33,631,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,68,Kurukshetra,06,072,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,21,Lahaul And Spiti,02,025,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,295,Lakhimpur,18,307,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,724,Leparada,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,666,Longding,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,236,Lower Subansiri,12,255,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,36,Ludhiana,03,041,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,512,Mahabubnagar,00,538,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,385,Mahasamund,22,411,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
34,Puducherry,599,Mahe,34,636,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,416,Mandsaur,23,433,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,544,Mandya,29,573,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,766,MAUGANJ,23,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,761,Mohla-Manpur-Ambagarh Chouki,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,297,Nagaon,18,305,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,298,Nalbari,18,323,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,580,Namakkal,33,609,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,678,Namsai,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,755,Nandyal,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,773,Neem Ka Thana,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,79,New Delhi,07,094,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,368,Nuapada,21,394,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,454,Panch Mahals,24,484,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,211,Pashchim Champaran,10,203,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,455,Patan,24,470,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,581,Perambalur,33,615,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,613,Peren,13,271,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,248,Phek,13,266,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,715,Pherzawl,14,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,517,Prakasam,28,549,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,629,Pratapgarh,08,131,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,582,Pudukkottai,33,621,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,317,Purba Medinipur,19,345,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,214,Purnia,10,211,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,321,Purulia,19,340,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,388,Rajnandgaon,22,408,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,112,Rajsamand,08,123,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,583,Ramanathapuram,33,626,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,339,Ranchi,20,364,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,492,Ratnagiri,27,528,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,370,Rayagada,21,396,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,216,Saharsa,10,214,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,340,Sahebganj,20,352,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,762,Sakti,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,178,Sant Kabir Nagar,09,186,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,341,Saraikela Kharsawan,20,369,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,113,Sawai Madhopur,08,108,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
16,Tripura,653,Sepahijala,16,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,268,Serchhip,15,285,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,429,Shahdol,23,460,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,220,Sheohar,10,205,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,181,Shrawasti,09,181,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,342,Simdega,20,367,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,222,Siwan,10,218,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,25,Solan,02,031,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,670,South East,07,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,84,South West,07,097,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,648,Surajpur,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,389,Surguja,22,401,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,258,Tamenglong,14,273,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,609,Tarn Taran,03,050,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,238,Tawang,12,245,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,733,Tenkasi,33,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,586,Thanjavur,33,620,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,587,The Nilgiris,33,611,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,302,Tinsukia,18,309,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,239,Tirap,12,254,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,732,Tirupathur,33,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,116,Tonk,08,120,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,549,Udupi,29,569,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,260,Ukhrul,14,279,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,26,Una,02,029,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,381,Uttar Bastar Kanker,22,413,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,437,Vidisha,23,443,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,738,Vijayanagar,29,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,530,Vijayapura,29,557,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,698,Vikarabad,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,499,Washim,27,502,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,710,West Karbi Anglong,18,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,250,Wokha,13,264,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,501,Adilabad,00,532,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,438,Ahmedabad,24,474,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,261,Aizawl,15,283,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,467,Akola,27,501,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,119,Aligarh,09,143,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,639,Alirajpur,23,465,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,87,Alwar,08,104,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,640,Amethi,09,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,123,Azamgarh,09,191,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,524,Bagalkote,29,556,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,46,Bageshwar,05,063,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,528,Ballari,29,565,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,750,Bapatla,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,90,Barmer,08,115,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,605,Barnala,03,054,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,280,Barpeta,18,303,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,374,Bastar,22,414,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,394,Betul,23,447,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,348,Bhadrak,21,378,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,443,Bhavnagar,24,481,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,92,Bhilwara,08,122,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,59,Bhiwani,06,081,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,529,Bidar,29,558,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,132,Bijnor,09,134,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,15,Bilaspur,02,030,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,322,Bokaro,20,355,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,281,Bongaigaon,18,319,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,2,Budgam,01,002,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
