state_code,state,district_code,district,state_census2011_code,district_census2011_code,source_id,source_year,source_url
10,Bihar,194,Buxar,10,232,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,77,Central,07,095,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,16,Chamba,02,023,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
15,Mizoram,262,Champhai,15,284,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
4,Chandigarh,44,Chandigarh,04,055,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,730,Chengalpattu,33,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,469,Chhatrapati Sambhajinagar,27,515,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,399,Chhindwara,23,455,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,136,Chitrakoot,09,171,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,254,Churachandpur,14,274,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,570,Cuddalore,33,617,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,350,Cuttack,21,381,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,534,Dakshina Kannada,29,575,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
38,The Dadra And Nagar Haveli And Daman And Diu,463,Daman,NA,495,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,195,Darbhanga,10,215,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,97,Dausa,08,109,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,767,Deeg,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,137,Deoria,09,190,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,402,Dewas,23,437,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,403,Dhar,23,438,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,488,Dharashiv,27,525,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,474,Dhule,27,498,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,747,Dr. B.R. Ambedkar Konaseema,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,231,East Kameng,12,247,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,139,Etawah,09,161,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,60,Faridabad,06,088,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,143,Firozabad,09,147,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,100,Ganganagar,08,099,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,288,Golaghat,18,313,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,148,Gorakhpur,09,188,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,406,Guna,23,458,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
11,Sikkim,228,Gyalshing,11,242,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,149,Hamirpur,09,168,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,556,Idukki,32,596,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
14,Manipur,255,Imphal East,14,278,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,410,Indore,23,439,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,783,Jaipur (Gramin),08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,103,Jaisalmer,08,114,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,689,Jangoan,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,152,Jaunpur,09,194,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,64,Jhajjar,06,083,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,448,Junagadh,24,479,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,66,Kaithal,06,073,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,718,Kamle,12,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,575,Kanniyakumari,33,629,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
34,Puducherry,598,Karaikal,34,637,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,293,Karimganj,18,317,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,158,Kaushambi,09,174,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,781,Kekri,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,361,Kendujhar,21,375,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,759,Khairagarh-Chhuikhadan-Gandai,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,245,Kohima,13,270,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,294,Kokrajhar,18,300,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,480,Kolhapur,27,530,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,643,Kondagaon,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
2,Himachal Pradesh,20,Kullu,02,026,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,233,Kurung Kumey,12,256,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
37,Ladakh,9,Leh Ladakh,00,003,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,162,Lucknow,09,157,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,205,Madhepura,10,213,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,737,Malerkotla,03,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
11,Sikkim,226,Mangan,11,241,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,37,Mansa,03,047,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,296,Marigaon,18,304,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,167,Mathura,09,145,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,169,Meerut,09,138,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,38,Moga,03,042,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,647,Mungeli,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,172,Muzaffarnagar,09,133,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,208,Muzaffarpur,10,216,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,110,Nagaur,08,112,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
11,Sikkim,227,Namchi,11,243,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,637,Narayanpur,22,415,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,452,Narmada,24,487,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
21,Odisha,367,Nayagarh,21,385,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,764,Niuland,13,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,303,North 24 Parganas,19,337,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
35,Andaman And Nicobar Islands,632,North And Middle Andaman,35,639,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,656,North Garo Hills,17,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,604,Nuh,06,087,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
11,Sikkim,741,Pakyong,11,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,111,Pali,08,118,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,751,Palnadu,28,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
6,Haryana,619,Palwal,06,089,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,420,Panna,23,426,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,52,Pauri Garhwal,05,061,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,772,Phalodi,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,173,Pilibhit,09,151,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
19,West Bengal,306,Purba Bardhaman,19,335,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
24,Gujarat,457,Rajkot,24,476,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,631,Ramanagara,29,584,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,607,Ramgarh,20,361,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,176,Rampur,09,136,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,731,Ranipet,33,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,424,Rewa,23,430,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,215,Rohtas,10,234,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
3,Punjab,42,Rupnagar,03,051,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,779,Sanchore,08,NA,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,494,Satara,27,527,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,428,Seoni,23,456,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,180,Shahjahanpur,09,152,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,430,Shajapur,23,436,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,431,Sheopur,23,418,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,432,Shivpuri,23,423,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
1,Jammu And Kashmir,625,Shopian,01,013,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,433,Sidhi,23,462,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
23,Madhya Pradesh,638,Singrauli,23,463,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
9,Uttar Pradesh,183,Sitapur,09,154,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,496,Solapur,27,526,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
11,Sikkim,742,Soreng,11,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
7,Delhi,83,South,07,098,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,707,South Salmara Mancachar,18,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,663,South West Garo Hills,17,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
28,Andhra Pradesh,519,Srikakulam,28,542,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
22,Chhattisgarh,642,Sukma,22,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
10,Bihar,223,Supaul,10,208,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,756,Tamulpur,18,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,55,Tehri Garhwal,05,059,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
27,Maharashtra,497,Thane,27,517,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,565,Thiruvananthapuram,32,601,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,591,Tiruchirappalli,33,614,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,634,Tiruppur,33,633,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
33,Tamil Nadu,593,Tiruvannamalai,33,606,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
8,Rajasthan,117,Udaipur,08,130,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
18,Assam,617,Udalguri,18,326,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,240,Upper Siang,12,252,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,550,Uttara Kannada,29,563,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
5,Uttarakhand,57,Uttar Kashi,05,056,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,522,Warangal,00,540,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
32,Kerala,567,Wayanad,32,590,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,278,West Garo Hills,17,293,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
17,Meghalaya,275,West Jaintia Hills,17,299,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
12,Arunachal Pradesh,243,West Siang,12,250,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
20,Jharkhand,343,West Singhbhum,20,368,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
36,Telangana,697,Yadadri Bhuvanagiri,00,000,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
29,Karnataka,635,Yadgir,29,580,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
34,Puducherry,601,Yanam,34,634,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
13,Nagaland,251,Zunheboto,13,263,LGD,2026,https://data.gov.in/resource/local-government-directory-lgd-districts
